TBx,TBy,TBz,TDx,TDy,TDz,TTx,TTy,TTz,ULx,ULy,ULz,LLx,LLy,LLz,JWx,JWy,JWz,vTTx,vTTy,vTTz,vTDx,vTDy,vTDz,vTBx,vTBy,vTBz,vULx,vULy,vULz,vLLx,vLLy,vLLz,vJWx,vJWy,vJWz
-36.43332191,-58.62655958,-2.460392841,-35.59624572,-65.23112412,4.811883259,-34.98804398,-75.46670829,15.3643423,-39.99809813,-68.02839126,38.04231982,-38.93932442,-88.68364769,35.08403969,-35.57784918,-100.8160757,25.70037897,2.356867831,8.099214455,12.1992291,-5.212329883,14.14337613,18.67438907,-3.330526729,16.79797907,15.87785994,-0.509970893,-1.967791555,-2.983408785,-0.784908316,7.832148593,6.809862121,0.159845506,2.539231561,9.056051434
-36.44664402,-58.55936767,-2.396881401,-35.61709504,-65.17455062,4.886580816,-34.97861651,-75.43431143,15.41313922,-40.00013802,-68.03626242,38.03038618,-38.94246405,-88.65231909,35.11127914,-35.57720979,-100.8059188,25.73660317,1.224240895,8.334115625,13.33358621,-5.799893844,12.96360394,18.49770593,-2.988926993,17.04299513,16.88732365,0.499389869,-2.151689712,-3.112277468,-0.78043985,7.098399529,5.297742487,0.317788912,2.500693045,7.999793187
-36.45859973,-58.49119569,-2.329332107,-35.64029462,-65.1226962,4.960571639,-34.97371955,-75.40097497,15.46647356,-39.99814046,-68.04486918,38.01793707,-38.94558581,-88.62392549,35.13247011,-35.57593864,-100.795916,25.76860234,-0.052507992,8.812368347,14.33904991,-6.034870562,12.22718869,17.87187358,-2.713517642,17.07833918,17.61169921,1.733810794,-1.971686357,-2.962444348,-0.401540267,6.376335942,4.176178255,0.534695317,2.61924557,7.303820983
-36.4694538,-58.42288233,-2.25888531,-35.6644341,-65.07378745,5.032059134,-34.97392958,-75.3657255,15.52382976,-39.99120521,-68.05275593,38.00608729,-38.94719197,-88.59842015,35.14917482,-35.57379986,-100.785439,25.79781763,-1.294807721,9.371573351,14.96742743,-5.900738454,11.98191863,16.8946945,-2.554288651,17.04875808,18.12625829,3.055907504,-1.448734798,-2.640962848,0.390526378,5.84679221,3.446381552,0.735205487,2.969770235,6.930407912
-36.47967095,-58.3546873,-2.186380277,-35.68803706,-65.02585977,5.099637912,-34.97910881,-75.32823921,15.58369947,-39.97898158,-68.05855087,37.99552344,-38.94562987,-88.57503298,35.16296035,-35.57085904,-100.7735599,25.82553926,-2.331462626,9.858577943,15.01362912,-5.412872837,12.18237164,15.68223482,-2.540626307,17.10579724,18.4750273,4.27752211,-0.684869081,-2.273669061,1.502575795,5.654676667,3.012494492,0.864455741,3.60997655,6.789111822
-36.48983346,-58.28626411,-2.112480167,-35.70968855,-64.97713029,5.162366851,-34.98843466,-75.28880489,15.64375399,-39.9618715,-68.06129034,37.98642877,-38.93961956,-88.55241427,35.17501033,-35.56740121,-100.75912,25.85269571,-3.032250752,10.1700243,14.36264452,-4.620874768,12.71670469,14.36418084,-2.6746483,17.37318583,18.65941431,5.185325188,0.161427489,-1.9667649,2.724736336,5.893748918,2.723280898,0.911230403,4.576125374,6.764454058
-36.50053205,-58.21677137,-2.03784251,-35.72817205,-64.92626347,5.219823574,-35.00056366,-75.2481248,15.70120456,-39.9411302,-68.06064463,37.97856171,-38.92872062,-88.52883928,35.18590345,-35.56375629,-100.7408155,25.87975352,-3.328071067,10.28026668,13.0130903,-3.609907213,13.44796373,13.0737675,-2.929946281,17.92238758,18.64000975,5.582157575,0.913672816,-1.779754014,3.788250499,6.603852247,2.420563184,0.910427857,5.879053001,6.743237352
-36.51225184,-58.14508182,-1.963282471,-35.74261167,-64.87247161,5.272118644,-35.01387595,-75.20700373,15.75325693,-39.91880157,-68.05698994,37.97144269,-38.91356762,-88.50242387,35.1955857,-35.56011458,-100.7172993,25.90672647,-3.214680675,10.24972271,11.07407034,-2.497493108,14.25769698,11.93110132,-3.255336265,18.76449069,18.3522923,5.336740001,1.419262543,-1.715851637,4.447639198,7.776976685,1.980207344,0.924889209,7.500043689,6.635051032
-36.52527318,-58.07002385,-1.889873302,-35.75260165,-64.81544082,5.31984305,-35.02673467,-75.16600484,15.79755321,-39.89745461,-68.05131289,37.96457928,-38.89577706,-88.47131596,35.20350653,-35.55641502,-100.6872991,25.93326668,-2.743191869,10.21195163,8.740929379,-1.42412025,15.07908881,11.0228501,-3.582338897,19.85888017,17.73270854,4.427938681,1.583932912,-1.730513833,4.559814327,9.367278107,1.337412875,1.015945068,9.387221675,6.382547487
-36.53960254,-57.99058833,-1.818942468,-35.75829813,-64.75512447,5.36393445,-35.03770744,-75.12515703,15.83251692,-39.87974285,-68.04497716,37.95765723,-38.8775378,-88.43384685,35.20885618,-35.55235124,-100.6497502,25.95879687,-2.00392908,10.34300516,6.260106663,-0.537552732,15.9099351,10.3838502,-3.835711819,21.13338795,16.74724314,2.967412179,1.390333068,-1.754056413,4.13372336,11.30106936,0.49483715,1.217108813,11.45449493,5.961367016
-36.55494538,-57.90605478,-1.751953495,-35.76044834,-64.69148473,5.405469851,-35.04572315,-75.08378501,15.85755735,-39.8678732,-68.03941583,37.950641,-38.86100291,-88.38864257,35.21083553,-35.54748281,-100.6039323,25.98264234,-1.109864536,10.8204825,3.892492042,0.028597158,16.80230853,9.986728761,-3.946946009,22.5072092,15.41260087,1.18873712,0.896622879,-1.720987398,3.334469706,13.48458023,-0.48369498,1.523657351,13.58585766,5.372400205
-36.57073317,-57.81602594,-1.690303092,-35.76033395,-64.62427549,5.445416766,-35.05016261,-75.04050308,15.87312732,-39.86311825,-68.03582934,37.94375705,-38.84766503,-88.33470425,35.20890075,-35.54138818,-100.5495888,26.00413194,-0.182867651,11.78138619,1.880438822,0.180517662,17.83382761,9.744480364,-3.869693918,23.9082879,13.80226668,-0.598472734,0.21633649,-1.596957042,2.441105053,15.80897782,-1.490446532,1.902988977,15.64728589,4.630739553
-36.58621194,-57.72039279,-1.635094025,-35.75961188,-64.55294018,5.484394687,-35.05089408,-74.99337754,15.88064907,-39.86551214,-68.03496399,37.93736922,-38.83790061,-88.27146834,35.20293897,-35.53377622,-100.4869997,26.02265489,0.657188149,13.28722582,0.419381846,-0.109961906,19.07181023,9.528303006,-3.593761814,25.2807999,12.03558827,-2.078289947,-0.514265402,-1.394684045,1.771837008,18.15349761,-2.399544884,2.320373795,17.50625079,3.755702035
-36.60058699,-57.61926959,-1.586951672,-35.76005173,-64.47665294,5.522507899,-35.04826533,-74.94022863,15.8823266,-39.8738253,-68.03702105,37.93179049,-38.83081326,-88.19885435,35.19334079,-35.52449473,-100.4169747,26.0376777,1.301990829,15.30254109,-0.36649365,-0.786818877,20.54325636,9.19894635,-3.152524944,26.58374258,10.25492885,-3.001604801,-1.17178656,-1.173322812,1.599771017,20.38860029,-3.098684422,2.767017383,19.0555319,2.764770748
-36.61319709,-57.51293462,-1.545931957,-35.763199,-64.39447992,5.559303685,-35.04305737,-74.87901847,15.88086063,-39.88583172,-68.0417082,37.9270972,-38.82441418,-88.11729995,35.18094605,-35.51342666,-100.3407526,26.04873679,1.664291423,17.69022012,-0.443496138,-1.707868579,22.21975123,8.645009735,-2.61949741,27.78573107,8.600409661,-3.240678979,-1.674018095,-1.021098443,2.084157262,22.3815779,-3.521567238,3.275851607,20.23486419,1.672008446
-36.62367508,-57.4017917,-1.511530318,-35.77003048,-64.30560091,5.593883724,-35.0364002,-74.80825759,15.87908664,-39.89879444,-68.04840427,37.9230128,-38.81607755,-88.02777364,35.16685978,-35.50032325,-100.2598131,26.05542482,1.687540099,20.22452247,0.121397871,-2.666133708,24.01920156,7.817844233,-2.093545372,28.86194737,7.191703046,-2.809986397,-1.993268519,-1.02697066,3.236217073,24.00643519,-3.672475043,3.915658039,21.04270748,0.489601802
-36.63204926,-57.28634391,-1.482763506,-35.78069501,-64.20952411,5.625155101,-35.02965004,-74.7273595,15.87957223,-39.91003438,-68.05637735,37.91890492,-38.80313268,-87.9317479,35.15216988,-35.48466062,-100.1756423,26.05738323,1.355039235,22.62066978,1.16518255,-3.433917114,25.81982893,6.752285609,-1.676870435,29.79667032,6.122150053,-1.850191669,-2.152004664,-1.251157558,4.92679417,25.1579493,-3.633479847,4.763553471,21.5323367,-0.76950589
-36.63875674,-57.16715723,-1.458274906,-35.79443068,-64.10624479,5.652164243,-35.02422988,-74.63687682,15.88423296,-39.91743515,-68.06498536,37.91390029,-38.7834255,-87.8311161,35.13763596,-35.4656064,-100.0895129,26.0543052,0.697523117,24.57770215,2.452742981,-3.819452645,27.47933392,5.5665617,-1.452735499,30.59058495,5.464565424,-0.583937601,-2.204048869,-1.704619509,6.929146457,25.76721992,-3.548778763,5.865510402,21.79147285,-2.089471166
-36.64456769,-57.04479489,-1.436416644,-35.80970849,-63.99632745,5.67443049,-35.02143979,-74.53856601,15.89404394,-39.9197709,-68.07380156,37.90708181,-38.75570892,-87.72804722,35.12344084,-35.44214436,-100.002347,26.04594732,-0.202705616,25.82859249,3.719935048,-3.719141807,28.85404282,4.442030966,-1.469636343,31.2685098,5.283289388,0.740740453,-2.209273528,-2.343830327,8.979284923,25.81415156,-3.58861029,7.200532543,21.91111168,-3.450453468
-36.65044623,-56.91972085,-1.415283486,-35.82458506,-63.88091128,5.692198614,-35.02225061,-74.43525164,15.90892368,-39.91680794,-68.08263865,37.89770649,-38.71979178,-87.62479061,35.1090864,-35.41334223,-99.91470259,26.0321455,-1.214246676,26.18878937,4.729168921,-3.148075582,29.81663345,3.590339611,-1.7359339,31.88206639,5.645122122,1.902808008,-2.211356428,-3.081109881,10.83276873,25.33243117,-3.903321074,8.663835649,21.95423851,-4.82816277
-36.65738997,-56.79219258,-1.392702998,-35.83717736,-63.76164475,5.706559972,-35.0271076,-74.33049648,15.92784035,-39.90919671,-68.09148408,37.88538205,-38.6764607,-87.52346089,35.09347312,-35.37868689,-99.82688563,26.01283285,-2.169575381,25.59274854,5.324857167,-2.238480254,30.27328415,3.218494665,-2.225513916,32.50351114,6.622915528,2.74432235,-2.226048935,-3.805347689,12.30198889,24.4048861,-4.582078682,10.07770335,21.93611266,-6.193093131
-36.66629202,-56.66217854,-1.366211336,-35.84613128,-63.64055161,5.719433951,-35.0357859,-74.22812549,15.94913978,-39.89821942,-68.10038828,37.87016066,-38.62725275,-87.42584135,35.0751448,-35.33837608,-99.73914118,25.98806048,-2.890847821,24.10908538,5.473353936,-1.206834918,30.1801212,3.500064952,-2.891987766,33.21043548,8.288830972,3.185048986,-2.242487229,-4.405500778,13.26873454,23.15049864,-5.628549698,11.22810588,21.82381316,-7.508549219
-36.67785997,-56.5293368,-1.333056012,-35.85095862,-63.51983113,5.733434211,-35.04734929,-74.13168915,15.9710332,-39.88547922,-68.10935822,37.85253866,-38.57417781,-87.33323935,35.05263061,-35.29346365,-99.65184593,25.95802628,-3.226352094,21.9293025,5.274333857,-0.300588313,29.55587375,4.555388701,-3.686554766,34.06465316,10.69826646,3.217246638,-2.234558511,-4.790357427,13.6776003,21.70702746,-6.959129064,11.91520334,21.5552217,-8.727446306
-36.69260619,-56.39307818,-1.290262946,-35.85216097,-63.40160763,5.751655766,-35.0602547,-74.04397194,15.99213053,-39.87261024,-68.11829646,37.83337723,-38.51946741,-87.24641124,35.02479409,-35.24580284,-99.56562504,25.9231165,-3.089594402,19.33170645,4.937946401,0.259578688,28.48563333,6.439177803,-4.573100295,35.09097824,13.86901407,2.88725576,-2.175725125,-4.901312587,13.52149322,20.21384011,-8.421654924,12.00103702,21.06988293,-9.789385293
-36.71089859,-56.25271427,-1.23478689,-35.85112266,-63.2876651,5.777412477,-35.07261308,-73.96664511,16.01188232,-39.86106121,-68.12699936,37.81377198,-38.46538144,-87.16555588,34.99110747,-35.19779869,-99.48134551,25.88395896,-2.489143562,16.62897306,4.732431749,0.327300776,27.11178758,9.133041678,-5.534265688,36.26223598,17.76237542,2.272807178,-2.050535132,-4.718084866,12.82938753,18.79815153,-9.827222076,11.44007373,20.3397132,-10.62084218
-36.73303566,-56.10766533,-1.163737388,-35.84981346,-63.17921795,5.813944643,-35.08256965,-73.90012922,16.03081204,-39.85196998,-68.1352015,37.79489964,-38.41406388,-87.09036327,34.95179858,-35.1520384,-99.39998666,25.84147559,-1.538146933,14.11234819,4.916549755,-0.141242414,25.61231378,12.54291805,-6.565132974,37.49586401,22.27304995,1.464191991,-1.859015552,-4.258946049,11.66066846,17.56549439,-10.98593053,10.28600018,19.38817836,-11.14130112
-36.75929619,-55.95768187,-1.074645188,-35.85037843,-63.07676869,5.864116316,-35.08872224,-73.84367983,16.05047824,-39.84611322,-68.14263756,37.77786385,-38.36742121,-87.0201013,34.90785486,-35.1108944,-99.32243395,25.79691038,-0.438014013,12.00589162,5.676320805,-1.081376523,24.17123848,16.50426222,-7.656604632,38.66504659,27.23239441,0.553906306,-1.614314107,-3.577132692,10.10408585,16.5933425,-11.7385112,8.676766389,18.29166476,-11.27626603
-36.78992261,-55.80302168,-0.965715611,-35.85470393,-62.98008374,5.930133365,-35.0904743,-73.79565626,16.07318353,-39.84389759,-68.14909482,37.76355532,-38.32700487,-86.95372793,34.86090081,-35.07618733,-99.24926729,25.75180532,0.561352979,10.44025329,7.083883937,-2.334958837,22.9484842,20.7979567,-8.776266381,39.62357513,32.42567434,-0.365614016,-1.336931954,-2.754572299,8.276042484,15.92622005,-11.97850052,6.805222213,17.16368135,-10.97507113
-36.82502767,-55.64452738,-0.836012913,-35.86404377,-62.8882898,6.013325191,-35.08822888,-73.75389525,16.10151906,-39.84536005,-68.15444255,37.75253703,-38.2939007,-86.89002305,34.81298681,-35.04896644,-99.18061256,25.70790504,1.215518101,9.44875291,9.08820255,-3.682910938,22.05550009,25.17640705,-9.857196533,40.2390516,37.61951514,-1.200878862,-1.049309488,-1.893558169,6.313731726,15.5713196,-11.6630582,4.883609567,16.12815398,-10.22889943
-36.86445646,-55.48357118,-0.685534853,-35.87877541,-62.8000678,6.11403082,-35.08336681,-73.71610024,16.13787187,-39.85016356,-68.15863978,37.7449628,-38.26864577,-86.82773777,34.76633458,-35.029432,-99.11609995,25.66698944,1.340584062,8.981705681,11.5361896,-4.890182253,21.54012808,29.39438609,-10.80270677,40.42511211,42.59254615,-1.859100134,-0.77278531,-1.106491187,4.362072656,15.49501266,-10.81388828,3.108519891,15.29041162,-9.083647696
-36.90766729,-55.32187073,-0.515164668,-35.89833614,-62.71390729,6.231608364,-35.07800448,-73.68017341,16.18401663,-39.85759996,-68.16173093,37.74053684,-38.25119748,-86.76575772,34.72307903,-35.01699792,-99.0549383,25.63065485,0.855880411,8.9305964,14.21330273,-5.755684307,21.3812277,33.23653932,-11.50809657,40.16211591,47.16139127,-2.256971828,-0.526682664,-0.503089067,2.556918277,15.6219683,-9.51194824,1.631312891,14.71342472,-7.643251289
-36.95369967,-55.16122227,-0.326519103,-35.92135888,-62.62838238,6.364554521,-35.07458095,-73.64445103,16.24086984,-39.86662785,-68.16383766,37.73852448,-38.24096981,-86.70326984,34.68503123,-35.01047267,-98.9960846,25.60008184,-0.196706914,9.153165324,16.88862243,-6.156996559,21.49217016,36.53538615,-11.89252253,39.4985947,51.19590701,-2.335977371,-0.328088381,-0.174120189,1.008682221,15.83934081,-7.889523143,0.538372878,14.40392179,-6.060917649
-37.00126976,-55.00322789,-0.121735475,-35.94598686,-62.5424137,6.510696066,-35.07536778,-73.60783837,16.30842433,-39.87597176,-68.16515001,37.737828,-38.23693508,-86.63991248,34.65347314,-35.00831918,-98.93846891,25.57583817,-1.662529963,9.493321458,19.35189534,-6.078605975,21.73237159,39.17914166,-11.92899377,38.5321458,54.62117269,-2.07908841,-0.191259758,-0.171986206,-0.210042512,16.00823081,-6.120606463,-0.155194902,14.31004123,-4.517753074
-37.04898574,-54.8490993,0.096749216,-35.97030129,-62.45548421,6.667412632,-35.0820179,-73.56986508,16.38583191,-39.88428811,-68.16591505,37.73714006,-38.23777525,-86.57587956,34.62899071,-35.00893996,-98.88122875,25.55776716,-3.311369143,9.794309993,21.43674626,-5.615067549,21.92636829,41.11389744,-11.66061246,37.37586659,57.40793043,-1.521680396,-0.126721785,-0.491870233,-1.071072052,15.98313982,-4.407049389,-0.497324483,14.33016629,-3.190729648
-37.09562819,-54.69959584,0.326380938,-35.99276156,-62.36777874,6.831868222,-35.09526338,-73.53068784,16.4715789,-39.89037484,-68.16642194,37.73517257,-38.24205954,-86.511947,34.61136252,-35.01092926,-98.82390808,25.54500424,-4.892165485,9.907557939,23.03114088,-4.946824588,21.88936465,42.34573845,-11.1961052,36.12166659,59.55659223,-0.751108855,-0.140729196,-1.061120783,-1.591123618,15.6375535,-2.956590802,-0.579292295,14.33132517,-2.215354982
-37.14041261,-54.55510917,0.564607306,-36.01254886,-62.28022128,7.001251176,-35.11483204,-73.49105761,16.56370346,-39.89337927,-68.16698485,37.73092809,-38.24842403,-86.44939678,34.59953615,-35.01324643,-98.76658278,25.53614282,-6.189763596,9.701412497,24.07976092,-4.294310147,21.4564837,42.94432767,-10.68506451,34.81268943,61.08147694,0.106396804,-0.235280731,-1.745758528,-1.826354526,14.89074892,-1.95178506,-0.511477107,14.17427081,-1.652286385
-37.18315287,-54.41585841,0.808933214,-36.0297261,-62.19439535,7.173028487,-35.13959109,-73.45225196,16.66002251,-39.89295368,-68.16792598,37.72394506,-38.25572945,-86.38983379,34.59172901,-35.01529234,-98.7098857,25.52953367,-7.067815948,9.073022392,24.5823593,-3.862254232,20.5109408,43.04335118,-10.28025529,33.43352042,62.00111943,0.908424941,-0.407893967,-2.378763985,-1.86096019,13.72860992,-1.515104945,-0.402445285,13.74080449,-1.469388565
-37.22427389,-54.28212433,1.056937692,-36.04517511,-62.11235158,7.345201891,-35.16786236,-73.41595987,16.75835194,-39.88931998,-68.16955755,37.71443,-38.26317329,-86.33491935,34.58566859,-35.01690212,-98.65492248,25.52365612,-7.487548883,7.963626118,24.58923118,-3.788667018,19.00527589,42.82982068,-10.09856231,31.92057121,62.33765027,1.522976066,-0.650068119,-2.805633654,-1.79036179,12.21106257,-1.681076427,-0.346444428,12.95764886,-1.548804154
-37.26466814,-54.15444205,1.306288293,-36.06032978,-62.03633048,7.516521174,-35.19781255,-73.38410536,16.85670887,-39.88322808,-68.17215782,37.70320747,-38.27033474,-86.2860751,34.57894429,-35.01828789,-98.60309189,25.5174609,-7.500865101,6.374047396,24.19258639,-4.111391464,16.97049164,42.51674207,-10.19241522,30.18850905,62.12445869,1.85312957,-0.944392562,-2.932940227,-1.701423892,10.46162215,-2.386693505,-0.419433633,11.81121433,-1.721539328
-37.3054378,-54.03368801,1.554786128,-36.07677535,-61.96844851,7.686588142,-35.22781601,-73.35860918,16.95347921,-39.87581556,-68.17593539,37.69147571,-38.27714043,-86.24422861,34.56939751,-35.01996563,-98.55584703,25.51057475,-7.224093102,4.374844966,23.51267955,-4.760401519,14.51048706,42.30121093,-10.53977634,28.16395772,61.41795942,1.855280875,-1.261992454,-2.761199007,-1.654663754,8.640025542,-3.485227556,-0.679529499,10.34952656,-1.821855576
-37.3475969,-53.92103218,1.800457965,-36.09581695,-61.91040656,7.855792986,-35.25671239,-73.3411098,17.04752993,-39.86839444,-68.18098336,37.68043091,-38.28375909,-86.20966851,34.5554566,-35.02268375,-98.51444892,25.50328732,-6.802611911,2.105332358,22.67966042,-5.577546154,11.78276519,42.31824748,-11.05432233,25.81612094,60.30732267,1.54782202,-1.563056783,-2.387748074,-1.674502436,6.904964912,-4.779176504,-1.166383322,8.670966119,-1.744730619
-37.39181419,-53.8177677,2.041687256,-36.11812714,-61.8632755,8.025065976,-35.28392283,-73.33268847,17.13824857,-39.86220315,-68.18723559,37.67087992,-38.2904571,-86.18204865,34.5363399,-35.02734928,-98.47976506,25.4963084,-6.376272243,-0.242243204,21.81427405,-6.358538524,8.969829398,42.60479655,-11.61077458,23.17564689,58.91601044,1.008017495,-1.802530082,-1.977067128,-1.751576939,5.377795642,-6.061115077,-1.895799225,6.902987374,-1.48624002
-37.43825729,-53.72506511,2.277351298,-36.14356129,-61.82739619,8.195485162,-35.30942792,-73.33365744,17.22550567,-39.85817108,-68.19444571,37.66297165,-38.29746341,-86.16053747,34.51209544,-35.03493248,-98.45215311,25.49036344,-6.052658221,-2.453245306,21.01101561,-6.906091838,6.247874937,43.08606878,-12.07615541,20.33723601,57.39098814,0.356013656,-1.940770449,-1.709112446,-1.856339626,4.117885927,-7.150302236,-2.849527295,5.176217287,-1.151039729
-37.48656191,-53.64371616,2.50691525,-36.17118566,-61.80240469,8.367829437,-35.33363856,-73.34347042,17.30954973,-39.85674702,-68.20220879,37.6561352,-38.30488876,-86.14406592,34.48349423,-35.04633059,-98.43144824,25.48575928,-5.891646076,-4.331228177,20.3260312,-7.079821235,3.759749999,43.58926769,-12.33763978,17.44664073,55.87931816,-0.272402092,-1.956192247,-1.724243249,-1.95812795,3.116109499,-7.917304323,-3.963869228,3.599696906,-0.92188662
-37.53591247,-53.5739296,2.730432523,-36.19950495,-61.78736569,8.542186508,-35.35720514,-73.36079533,17.39085386,-39.85783663,-68.21003356,37.64923823,-38.31272128,-86.13160148,34.45182501,-35.06218606,-98.41704945,25.48207174,-5.901470009,-5.739789082,19.77037596,-6.829195727,1.597767775,43.88147208,-12.32110937,14.67682817,54.49676374,-0.758545416,-1.854980386,-2.08279171,-2.04154163,2.306825131,-8.294636304,-5.123225069,2.242023743,-0.999279536
-37.58519691,-53.51522229,2.948419578,-36.22682173,-61.78097462,8.717712396,-35.38081102,-73.38375449,17.46993536,-39.86087081,-68.21745348,37.64090706,-38.32088744,-86.12237418,34.41864647,-35.08267896,-98.40808136,25.47807462,-6.044108749,-6.634685728,19.30869132,-6.200677917,-0.200671598,43.72239405,-11.99921331,12.19971599,53.29754749,-1.029699435,-1.672865604,-2.749715725,-2.113602483,1.59318282,-8.274999064,-6.165207522,1.121793229,-1.529966479
-37.63319376,-53.46642342,3.161609768,-36.25162444,-61.7817773,8.892601973,-35.40498746,-73.41029323,17.54717013,-39.86498961,-68.22414495,37.6299082,-38.32934185,-86.11600145,34.38554647,-35.10733979,-98.40359418,25.47195475,-6.246772566,-7.076022589,18.8641345,-5.317928721,-1.644890701,42.92015549,-11.39112286,10.15907415,52.25643609,-1.074338782,-1.466075396,-3.604800823,-2.199667862,0.877655475,-7.899650452,-6.901897873,0.209583254,-2.547470777
-37.67875825,-53.42578713,3.370635512,-36.27289615,-61.78835686,9.064282595,-35.42997455,-73.43859732,17.62262666,-39.86928697,-68.23000925,37.61548899,-38.33814052,-86.11249083,34.35394787,-35.13494739,-98.40275585,25.46176487,-6.416872615,-7.214807004,18.33122076,-4.342101299,-2.773611067,41.37845277,-10.55696847,8.648381302,51.27212336,-0.938235131,-1.292595431,-4.471407377,-2.330898153,0.089721909,-7.239808341,-7.157055741,-0.557644775,-3.944466652
-37.72098613,-53.3911936,3.575724006,-36.29026456,-61.79945131,9.229796406,-35.45564204,-73.46745655,17.69595155,-39.87303991,-68.23517963,37.59760336,-38.34746412,-86.11213194,34.32498863,-35.16357561,-98.40498643,25.445987,-6.459343298,-7.255692363,17.59747609,-3.425131279,-3.634480371,39.12543257,-9.588750292,7.696261088,50.19438239,-0.703431836,-1.189525884,-5.154139524,-2.52906218,-0.795264427,-6.37539586,-6.812556269,-1.251408622,-5.486957898
-37.75934113,-53.36040856,3.776501535,-36.30396508,-61.81398923,9.386298136,-35.48147941,-73.49647932,17.76634145,-39.87585364,-68.23993773,37.57698681,-38.35758036,-86.115313,34.29948705,-35.19082583,-98.40999206,25.42403917,-6.29581292,-7.405908834,16.57182898,-2.670676243,-4.267480739,36.31789993,-8.597976027,7.261944596,48.86889293,-0.458899354,-1.155473252,-5.477222188,-2.794822087,-1.749126873,-5.377118364,-5.851396932,-1.921515355,-6.867154631
-37.79373303,-53.33136078,3.971977107,-36.31464779,-61.83105915,9.531569736,-35.50666266,-73.52610295,17.83262877,-39.87768923,-68.24455963,37.55507792,-38.36875965,-86.12230951,34.27797858,-35.21423142,-98.41767813,25.39657055,-5.883606835,-7.82577109,15.21363607,-2.11444889,-4.697959747,33.21919343,-7.699806118,7.242838231,47.18668969,-0.274106381,-1.146457403,-5.318156338,-3.103823431,-2.696294354,-4.297401939,-4.382325228,-2.570498719,-7.78005848
-37.82453226,-53.30238943,4.160723866,-36.32310559,-61.84985099,9.664446509,-35.53019709,-73.55740604,17.89348331,-39.87878566,-68.24914546,37.53380529,-38.38117495,-86.13309469,34.26078897,-35.23176072,-98.42796012,25.36545032,-5.229799623,-8.595850132,13.55352569,-1.72903017,-4.941327283,30.1547251,-6.99441474,7.494271447,45.12289397,-0.183672376,-1.089037071,-4.633007235,-3.41185098,-3.529927687,-3.171949163,-2.63443711,-3.14354102,-8.001771915
-37.85250992,-53.27241234,4.341215442,-36.33002171,-61.8696163,9.78506541,-35.55111629,-73.59178944,17.94769741,-39.87952035,-68.2535016,37.51527326,-38.39482235,-86.1472144,34.24810117,-35.24229847,-98.44053428,25.33344323,-4.394326718,-9.709454012,11.69797629,-1.449893798,-5.016575129,27.45436304,-6.547990242,7.857783183,42.7525639,-0.185060852,-0.906984472,-3.469849791,-3.666952,-4.135329654,-2.028490219,-0.918430789,-3.54082478,-7.447250337
-37.87870188,-53.24098121,4.512225697,-36.33582128,-61.8896826,9.894882862,-35.56869359,-73.63062726,17.99448932,-39.88026059,-68.25712954,37.50139386,-38.40949016,-86.16375571,34.23998721,-35.24597219,-98.45469758,25.30365423,-3.478815485,-11.08917834,9.814080885,-1.212012252,-4.961840332,25.39379098,-6.377325963,8.190726419,40.23850828,-0.245978673,-0.551493655,-1.966638708,-3.823793443,-4.415827744,-0.896395671,0.438419799,-3.650648183,-6.191230572
-37.90421118,-53.2082183,4.67317973,-36.34066933,-61.90952996,9.996458026,-35.58260886,-73.67498397,18.03374564,-39.88124451,-68.25933552,37.49352731,-38.42478533,-86.18141903,34.23640163,-35.24421851,-98.46930018,25.27888931,-2.603574339,-12.61756171,8.097489553,-0.982641112,-4.844104235,24.14671224,-6.442473566,8.389041676,37.79405731,-0.316517642,-0.02302517,-0.330900309,-3.854647852,-4.315489302,0.187805658,1.16795718,-3.391963331,-4.446426409
-37.92998107,-53.17466214,4.82435596,-36.34459989,-61.92890638,10.09304487,-35.59302315,-73.72545422,18.0661356,-39.88251058,-68.25942762,37.49220371,-38.44020392,-86.19868098,34.23715285,-35.23954669,-98.48286803,25.2611036,-1.880449965,-14.1682634,6.73211452,-0.77730193,-4.757286718,23.75657049,-6.651017171,8.397823833,35.6307115,-0.342714551,0.62354976,1.197890993,-3.752892555,-3.833223697,1.179950775,1.128008866,-2.749436415,-2.505069537
-37.95658514,-53.14107084,4.966878806,-36.3477091,-61.94793553,10.18807116,-35.60054495,-73.78212727,18.09306406,-39.88388143,-68.25693342,37.49699527,-38.45521549,-86.21401388,34.24187266,-35.23503465,-98.49386578,25.25108332,-1.390416347,-15.62679888,5.852377915,-0.65243318,-4.807412122,24.13161683,-6.875156775,8.209284027,33.90474168,-0.280325396,1.291956847,2.397271312,-3.52830306,-3.02444473,2.030892145,0.342562828,-1.786301552,-0.660561818
-37.98408577,-53.1082337,5.102497772,-36.35031884,-61.96716518,10.28459762,-35.60610662,-73.84463447,18.11647357,-39.88500274,-68.25176559,37.50658436,-38.46932871,-86.22611166,34.24999622,-35.2336644,-98.50101098,25.24844108,-1.171326659,-16.89668836,5.516946384,-0.677454366,-5.088312214,25.06218463,-6.979329447,7.851895195,32.6771929,-0.107671293,1.870556633,3.111318251,-3.197126715,-1.989519349,2.690835832,-0.996412363,-0.629713788,0.86754864
